2585660 "Atlantis Heroes ""Rise of the Lost Land""", $0.00 | Metacritic: 0 | Released: Not Released | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1063160 The Legends of Class one 嗨哥一班大冒险, $0.99 | Metacritic: 0 | Released: 6/26/2019 0:00 | 1 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1043030 The Long Sky, $0.99 | Metacritic: 0 | Released: 3/19/2019 0:00 | 14 achievements | Reviews: 4 (4 +, 0 -), Score: 0
1064060 The Mystery of Bikini Island, $0.99 | Metacritic: 0 | Released: 4/24/2019 0:00 | 0 achievements | Reviews: 31 (16 +, 15 -), Score: 5
2597220 The night of erosion (prequel), $0.99 | Metacritic: 0 | Released: 10/4/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2522190 The Night Watch : Ranger Survival, $0.99 | Metacritic: 0 | Released: 8/14/2023 0:00 | 21 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2532720 The Red Beret 红色贝雷帽, $0.99 | Metacritic: 0 | Released: 12/16/2023 0:00 | 11 achievements | Reviews: 6 (6 +, 0 -), Score: 0
1059280 The Renovator, $0.99 | Metacritic: 0 | Released: 4/17/2019 0:00 | 0 achievements | Reviews: 32 (19 +, 13 -), Score: 5
2568600 The Sentinel, $0.99 | Metacritic: 0 | Released: 9/19/2023 0:00 | 1 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2644170 The Westcoast Drive : Lowrider Simulator, $0.99 | Metacritic: 0 | Released: 10/26/2023 0:00 | 7 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2560490 The World's Hardest Game - On Steam, $0.99 | Metacritic: 0 | Released: 8/31/2023 0:00 | 68 achievements | Reviews: 10 (7 +, 3 -), Score: 6
2588260 Tile Slider, $0.99 | Metacritic: 0 | Released: 4/10/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2541320 Tilted, $0.99 | Metacritic: 0 | Released: 8/21/2023 0:00 | 10 achievements | Reviews: 1 (1 +, 0 -), Score: 0
1047340 TimeFall, $0.99 | Metacritic: 0 | Released: 4/30/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2603950 Timeline 拯救存档 -Manage your game save, $0.99 | Metacritic: 0 | Released: 12/28/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1046740 TimeTraveler, $0.99 | Metacritic: 0 | Released: 4/25/2019 0:00 | 0 achievements | Reviews: 4 (2 +, 2 -), Score: 0
1061460 Tiny Mortals VR, $0.99 | Metacritic: 0 | Released: 5/16/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2551740 Tiny Touring Cars, $0.99 | Metacritic: 0 | Released: 12/11/2023 0:00 | 12 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2576480 To The Mars, $0.99 | Metacritic: 0 | Released: 9/14/2023 0:00 | 2 achievements | Reviews: 1 (0 +, 1 -), Score: 0
1047960 TOK 2, $0.99 | Metacritic: 0 | Released: 3/28/2019 0:00 | 88 achievements | Reviews: 46 (41 +, 5 -), Score: 7
1053250 TOK HARDCORE, $0.99 | Metacritic: 0 | Released: 4/11/2019 0:00 | 78 achievements | Reviews: 45 (42 +, 3 -), Score: 7
2688100 Token Town, $0.99 | Metacritic: 0 | Released: 12/12/2023 0:00 | 5 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2584310 Trapped In Here With Me, $0.99 | Metacritic: 0 | Released: 9/19/2023 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2666440 Traversion, $0.99 | Metacritic: 0 | Released: 11/13/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1051250 Try To Survive, $0.99 | Metacritic: 0 | Released: 4/3/2019 0:00 | 0 achievements | Reviews: 35 (13 +, 22 -), Score: 4
1052310 TUBWT, $0.99 | Metacritic: 0 | Released: 5/1/2019 0:00 | 0 achievements | Reviews: 3 (0 +, 3 -), Score: 0
2703930 Twin Stick, $0.99 | Metacritic: 0 | Released: 12/30/2023 0:00 | 28 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2678800 Twista, $0.99 | Metacritic: 0 | Released: 12/4/2023 0:00 | 5 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2511290 Two Cubes, $0.99 | Metacritic: 0 | Released: 8/14/2023 0:00 | 11 achievements | Reviews: 81 (78 +, 3 -), Score: 8
2607480 Two Moon : Space Rabbit, $0.99 | Metacritic: 0 | Released: 10/13/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2540690 UFindO, $0.99 | Metacritic: 0 | Released: 8/21/2023 0:00 | 10 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2627070 Ukemeowy, $0.99 | Metacritic: 0 | Released: 10/18/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
1050350 Ultimate Poker, $0.99 | Metacritic: 0 | Released: 8/14/2019 0:00 | 0 achievements | Reviews: 4 (1 +, 3 -), Score: 0
2543410 Unrestricted Pest Control, $0.99 | Metacritic: 0 | Released: 1/11/2024 0:00 | 72 achievements | Reviews: 7 (7 +, 0 -), Score: 0
2548390 Valdamour, $0.99 | Metacritic: 0 | Released: 9/16/2023 0:00 | 24 achievements | Reviews: 2 (2 +, 0 -), Score: 0
1050540 Valley Of The Moon, $0.99 | Metacritic: 0 | Released: 9/3/2019 0:00 | 0 achievements | Reviews: 6 (1 +, 5 -), Score: 0
2526060 Vapor Up! With Man with Apple, $0.99 | Metacritic: 0 | Released: 8/10/2023 0:00 | 12 achievements | Reviews: 2 (2 +, 0 -), Score: 0
1054620 Vengeful Bat Dungeon Crawler, $0.99 | Metacritic: 0 | Released: 4/4/2019 0:00 | 0 achievements | Reviews: 3 (2 +, 1 -), Score: 0
2505630 Vertical Velocity, $0.99 | Metacritic: 0 | Released: 3/4/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2593580 Village, $0.99 | Metacritic: 0 | Released: 9/25/2023 0:00 | 0 achievements | Reviews: 5 (0 +, 5 -), Score: 0
1068100 Vinios, $0.99 | Metacritic: 0 | Released: 5/16/2019 0:00 | 11 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2520600 Void Chaser, $0.99 | Metacritic: 0 | Released: 8/25/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1060350 War of the Seraphim, $0.99 | Metacritic: 0 | Released: 5/22/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2693070 WARPZONE DRIFTER 2, $0.99 | Metacritic: 0 | Released: 11/28/2023 0:00 | 6 achievements | Reviews: 10 (9 +, 1 -), Score: 7
2704070 WaterMelon Mosikkaeng, $0.99 | Metacritic: 0 | Released: 1/20/2024 0:00 | 2 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2613070 Way to the light, $0.99 | Metacritic: 0 | Released: 10/4/2023 0:00 | 0 achievements | Reviews: 4 (2 +, 2 -), Score: 0
2597210 Welcome teacher, $0.99 | Metacritic: 0 | Released: 9/28/2023 0:00 | 0 achievements | Reviews: 4 (4 +, 0 -), Score: 0
1055160 Welcome to nightmare, $0.99 | Metacritic: 0 | Released: 5/6/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2715980 What if your girl was a frog 2, $0.99 | Metacritic: 0 | Released: 2/9/2024 0:00 | 12 achievements | Reviews: 10 (8 +, 2 -), Score: 7
2685240 Where Cats 猫咪在哪里, $0.99 | Metacritic: 0 | Released: 11/29/2023 0:00 | 100 achievements | Reviews: 34 (34 +, 0 -), Score: 7
2685260 Where Ferrets 雪貂在哪里, $0.99 | Metacritic: 0 | Released: 6/19/2024 0:00 | 10 achievements | Reviews: 13 (13 +, 0 -), Score: 7
2685270 Where Foxes 狐狸在哪里, $0.99 | Metacritic: 0 | Released: 7/2/2024 0:00 | 12 achievements | Reviews: 7 (7 +, 0 -), Score: 0
2685290 Where Ghost Cats 幽咪在哪里, $0.99 | Metacritic: 0 | Released: 7/2/2024 0:00 | 12 achievements | Reviews: 7 (7 +, 0 -), Score: 0
2685280 Where Kiwis 几维鸟在哪里, $0.99 | Metacritic: 0 | Released: 7/3/2024 0:00 | 11 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2685220 Where Pandas 熊猫在哪里, $0.99 | Metacritic: 0 | Released: 12/19/2023 0:00 | 100 achievements | Reviews: 19 (16 +, 3 -), Score: 7
2685250 Where Rabbits 兔子在哪里, $0.99 | Metacritic: 0 | Released: 12/18/2023 0:00 | 100 achievements | Reviews: 18 (17 +, 1 -), Score: 7
2685230 Where Sacabamba Aspises 萨卡班甲鱼在哪里, $0.99 | Metacritic: 0 | Released: 12/19/2023 0:00 | 100 achievements | Reviews: 16 (14 +, 2 -), Score: 7
2575350 William's dad's secret, $0.99 | Metacritic: 0 | Released: 9/14/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2673690 Xmas Clash, $0.99 | Metacritic: 0 | Released: 12/18/2023 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2547730 Zakantosh Cardgame, $0.99 | Metacritic: 0 | Released: 9/29/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
1042990 Zen Chess: Mate in Three, $0.99 | Metacritic: 0 | Released: 4/30/2019 0:00 | 10 achievements | Reviews: 22 (16 +, 6 -), Score: 6
1042980 Zen Chess: Mate in Two, $0.99 | Metacritic: 0 | Released: 4/30/2019 0:00 | 15 achievements | Reviews: 46 (40 +, 6 -), Score: 7
2716870 Zodiac Landing, $0.99 | Metacritic: 0 | Released: 12/25/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
1053040 Zom-bie or Not Zom-bie, $0.99 | Metacritic: 0 | Released: 4/17/2019 0:00 | 25 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2550930 Zombie Battlefield Survivors, $0.99 | Metacritic: 0 | Released: 8/7/2024 0:00 | 0 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2653960 Zombie Rooms, $0.99 | Metacritic: 0 | Released: 11/6/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1035190 Zombies In The Forest, $0.99 | Metacritic: 0 | Released: 3/29/2019 0:00 | 3 achievements | Reviews: 7 (3 +, 4 -), Score: 0
2690760 Zopa, $0.99 | Metacritic: 0 | Released: 5/4/2024 0:00 | 5 achievements | Reviews: 5 (4 +, 1 -), Score: 0
2583500 Стены, $0.99 | Metacritic: 0 | Released: 10/8/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2671970 ‎My Suika – Kyo’s Fruit Merge, $0.99 | Metacritic: 0 | Released: 11/29/2023 0:00 | 20 achievements | Reviews: 796 (733 +, 63 -), Score: 8
1036910 €100, $0.99 | Metacritic: 0 | Released: 3/18/2019 0:00 | 100 achievements | Reviews: 50 (41 +, 9 -), Score: 8
2505820 主动防御(Active Defense), $0.99 | Metacritic: 0 | Released: 7/26/2023 0:00 | 1 achievements | Reviews: 2 (2 +, 0 -), Score: 0
1047680 亚利利亚的精灵们 ALILIA, $0.99 | Metacritic: 0 | Released: 4/5/2019 0:00 | 8 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2683300 兽食欲:链接 Animal appetite：link, $0.99 | Metacritic: 0 | Released: 11/30/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2631300 冰块求生 ice survival, $0.99 | Metacritic: 0 | Released: 10/20/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2609320 功德木鱼, $0.99 | Metacritic: 0 | Released: 5/18/2024 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2719580 勇者の伝説の勇者, $0.99 | Metacritic: 0 | Released: 1/4/2024 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1055660 十日, $0.99 | Metacritic: 0 | Released: 8/24/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2603830 反击吧！NPC, $0.99 | Metacritic: 0 | Released: 10/9/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2609730 坦克猎手2, $0.99 | Metacritic: 0 | Released: 10/13/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2677490 失眠诊所, $0.99 | Metacritic: 0 | Released: 12/9/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2555850 失落的王国:Lost Kingdom, $0.99 | Metacritic: 0 | Released: 10/12/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2676950 奥数答题  Math Olympiad, $0.99 | Metacritic: 0 | Released: 11/29/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2615460 守护之力, $0.99 | Metacritic: 0 | Released: 10/13/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2712540 完蛋！我也能追到美女了！, $0.99 | Metacritic: 0 | Released: 12/28/2023 0:00 | 13 achievements | Reviews: 7 (6 +, 1 -), Score: 0
2597420 悠闲打砖块(Leisurely Brick), $0.99 | Metacritic: 0 | Released: 10/3/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2557730 意识空间, $0.99 | Metacritic: 0 | Released: 11/3/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2617110 无限板块 Infinity Blocks, $0.99 | Metacritic: 0 | Released: 6/3/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1043760 涅槃之路, $0.99 | Metacritic: 0 | Released: 4/4/2019 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1050690 火柴人和七色彩虹 Stickman's Rainbow, $0.99 | Metacritic: 0 | Released: 4/17/2019 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2507510 灵域之主, $0.99 | Metacritic: 0 | Released: 7/29/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2607080 猛男跑酷（Strong man parkour）, $0.99 | Metacritic: 0 | Released: 10/12/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2558480 碧海潮生怀旧版, $0.99 | Metacritic: 0 | Released: 9/6/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2591580 禁区, $0.99 | Metacritic: 0 | Released: 9/28/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2585560 笼中困兽, $0.99 | Metacritic: 0 | Released: 10/9/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2642640 精灵幻境  Elven dreams, $0.99 | Metacritic: 0 | Released: 12/13/2023 0:00 | 17 achievements | Reviews: 2 (0 +, 2 -), Score: 0
1063190 绽于枝垂樱下~Flowering Across the Hakugyokurou, $0.99 | Metacritic: 0 | Released: 7/12/2019 0:00 | 7 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2681060 荆棘落尘埃 Dust On Thorn, $0.99 | Metacritic: 0 | Released: 1/27/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2519890 菲利斯的堕落日记, $0.99 | Metacritic: 0 | Released: 5/9/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1060360 血腥之日228-Vampire Martina-Bloody Day 2.28, $0.99 | Metacritic: 0 | Released: 1/10/2020 0:00 | 18 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2693160 赛博撤锁, $0.99 | Metacritic: 0 | Released: 1/25/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2538100 鬼小队 GhostBros, $0.99 | Metacritic: 0 | Released: 11/24/2023 0:00 | 21 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2696430 Game Tester Quest, $1.00 | Metacritic: 0 | Released: 1/22/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2716780 Total Control, $1.00 | Metacritic: 0 | Released: 1/10/2024 0:00 | 0 achievements | Reviews: 5 (2 +, 3 -), Score: 0
2581160 雄关漫道，一梦万里, $1.00 | Metacritic: 0 | Released: 5/4/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2699880 Fairies Love, $1.19 | Metacritic: 0 | Released: 12/18/2023 0:00 | 10 achievements | Reviews: 2 (1 +, 1 -), Score: 0
2698090 Gachi Feasting, $1.29 | Metacritic: 0 | Released: 6/20/2024 0:00 | 9 achievements | Reviews: 3 (3 +, 0 -), Score: 0
1043480 Destruction, $1.33 | Metacritic: 0 | Released: 3/19/2019 0:00 | 9 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2517090 Challenge from the Black Cat, $1.40 | Metacritic: 0 | Released: 8/10/2023 0:00 | 12 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1049680 Snipiyo / スナイピヨ, $1.40 | Metacritic: 0 | Released: 4/3/2019 0:00 | 4 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2547120 修炼成仙, $1.49 | Metacritic: 0 | Released: 9/20/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2521970 OMNIFATE, $1.50 | Metacritic: 0 | Released: 9/8/2023 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2634760 Rulers of Aden, $1.50 | Metacritic: 0 | Released: 12/4/2023 0:00 | 10 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2574650 SHAPE HUNTER, $1.50 | Metacritic: 0 | Released: 10/20/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2644910 终末之名 ending name, $1.50 | Metacritic: 0 | Released: 2/28/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2509460 这是生活, $1.60 | Metacritic: 0 | Released: 9/11/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2605500 Case of the mysterious death of Keiko Haraeda, $1.69 | Metacritic: 0 | Released: 10/24/2023 0:00 | 1 achievements | Reviews: 17 (13 +, 4 -), Score: 6
2688940 Buzz Cut Simulation, $1.90 | Metacritic: 0 | Released: 11/30/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2585050 TYRONE SOULZ, $1.95 | Metacritic: 0 | Released: 1/12/2024 0:00 | 10 achievements | Reviews: 144 (129 +, 15 -), Score: 8
2541440 3am in Leicester, $1.99 | Metacritic: 0 | Released: 9/12/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2564720 50CK3T, $1.99 | Metacritic: 0 | Released: 2/5/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2550630 808s&Genetics, $1.99 | Metacritic: 0 | Released: 8/31/2023 0:00 | 3 achievements | Reviews: 5 (4 +, 1 -), Score: 0
2672850 A Game About Flicking A Switch, $1.99 | Metacritic: 0 | Released: 2/13/2024 0:00 | 31 achievements | Reviews: 6 (5 +, 1 -), Score: 0
2619940 A Story About Farting, $1.99 | Metacritic: 0 | Released: 4/22/2024 0:00 | 100 achievements | Reviews: 8 (7 +, 1 -), Score: 0
2504000 ABYSSEY, $1.99 | Metacritic: 0 | Released: 8/20/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2526040 Alchemist: The Garden, $1.99 | Metacritic: 0 | Released: 8/10/2023 0:00 | 5 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2663260 Alien Slayer, $1.99 | Metacritic: 0 | Released: 1/8/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2639140 Alone, $1.99 | Metacritic: 0 | Released: 10/31/2023 0:00 | 0 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2651070 Alone Or Together, $1.99 | Metacritic: 0 | Released: 4/2/2024 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2599180 Ambusher, $1.99 | Metacritic: 0 | Released: 10/6/2023 0:00 | 0 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2681770 An_empty_island浮岛绘卷, $1.99 | Metacritic: 0 | Released: 12/4/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2538390 Angry Penguin, $1.99 | Metacritic: 0 | Released: 5/29/2024 0:00 | 9 achievements | Reviews: 27 (21 +, 6 -), Score: 6
2694890 ANNIHILATOR, $1.99 | Metacritic: 0 | Released: 12/4/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2524180 AntiGOLFity, $1.99 | Metacritic: 0 | Released: 12/9/2023 0:00 | 8 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2524400 APlaceDominatedByHoles, $1.99 | Metacritic: 0 | Released: 8/6/2023 0:00 | 4 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1053300 Archibald 2, $1.99 | Metacritic: 0 | Released: 4/11/2019 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2691010 Assembly Line 2 Mobile Version, $1.99 | Metacritic: 0 | Released: 11/30/2023 0:00 | 0 achievements | Reviews: 16 (13 +, 3 -), Score: 7
2656400 Asteroids Neon, $1.99 | Metacritic: 0 | Released: 1/27/2024 0:00 | 21 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2603740 Atoms and Time, $1.99 | Metacritic: 0 | Released: 12/22/2023 0:00 | 0 achievements | Reviews: 5 (5 +, 0 -), Score: 0
2558420 AXEMBLER, $1.99 | Metacritic: 0 | Released: 9/19/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
1060170 Azurael's Circle: Chapter 4, $1.99 | Metacritic: 0 | Released: 4/22/2019 0:00 | 0 achievements | Reviews: 7 (6 +, 1 -), Score: 0
2640400 Backrooms:MEG Archives, $1.99 | Metacritic: 0 | Released: 4/4/2024 0:00 | 4 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2559530 Backrooms:Run For Your Life!, $1.99 | Metacritic: 0 | Released: 9/29/2023 0:00 | 0 achievements | Reviews: 5 (5 +, 0 -), Score: 0
1052420 Badland Caravan, $1.99 | Metacritic: 0 | Released: 5/27/2019 0:00 | 0 achievements | Reviews: 3 (1 +, 2 -), Score: 0
2619030 BAFF Halloween, $1.99 | Metacritic: 0 | Released: 10/17/2023 0:00 | 100 achievements | Reviews: 2 (0 +, 2 -), Score: 0
2684420 BALL PIT KING 3D, $1.99 | Metacritic: 0 | Released: 11/24/2023 0:00 | 4 achievements | Reviews: 4 (4 +, 0 -), Score: 0
2656220 Ballapalooza, $1.99 | Metacritic: 0 | Released: 12/6/2023 0:00 | 21 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2570870 Bananarang: The Scattered Shards, $1.99 | Metacritic: 0 | Released: 9/11/2023 0:00 | 0 achievements | Reviews: 3 (3 +, 0 -), Score: 0
2647780 BAR OLD PAL VR : PROLOGUE, $1.99 | Metacritic: 0 | Released: 11/20/2023 0:00 | 0 achievements | Reviews: 2 (1 +, 1 -), Score: 0
1036330 BattleCubes: Arena, $1.99 | Metacritic: 0 | Released: 3/28/2019 0:00 | 5 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2706050 Beach Girl Block Crush!!, $1.99 | Metacritic: 0 | Released: 2/16/2024 0:00 | 10 achievements | Reviews: 1 (1 +, 0 -), Score: 0
1031470 Beasty Karts, $1.99 | Metacritic: 0 | Released: 5/14/2019 0:00 | 100 achievements | Reviews: 1 (0 +, 1 -), Score: 0
2556030 Becca, $1.99 | Metacritic: 0 | Released: 2/22/2024 0:00 | 10 achievements | Reviews: 12 (12 +, 0 -), Score: 7
2594470 Bit Tower, $1.99 | Metacritic: 0 | Released: 8/6/2024 0:00 | 6 achievements | Reviews: 12 (11 +, 1 -), Score: 7
2533470 Bizarre Mushroom Cycle Simulator, $1.99 | Metacritic: 0 | Released: 8/30/2023 0:00 | 17 achievements | Reviews: 10 (9 +, 1 -), Score: 7
1064450 BL00, $1.99 | Metacritic: 0 | Released: 5/9/2019 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2710590 Black silk girl, $1.99 | Metacritic: 0 | Released: 1/29/2024 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2558440 Block & Shot, $1.99 | Metacritic: 0 | Released: 8/15/2024 0:00 | 1 achievements | Reviews: 5 (5 +, 0 -), Score: 0
2640170 Bockito, $1.99 | Metacritic: 0 | Released: 12/15/2023 0:00 | 30 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2628560 Breaking Box: Rush!, $1.99 | Metacritic: 0 | Released: 10/20/2023 0:00 | 90 achievements | Reviews: 3 (2 +, 1 -), Score: 0
2566520 Breaking Box: Walk!, $1.99 | Metacritic: 0 | Released: 9/13/2023 0:00 | 90 achievements | Reviews: 3 (3 +, 0 -), Score: 0
1041760 Brother & Sister, $1.99 | Metacritic: 0 | Released: 4/18/2019 0:00 | 7 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2599480 Buckshot to Hell, $1.99 | Metacritic: 0 | Released: 10/15/2024 0:00 | 0 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2592040 Buddy and Friends on Halloween, $1.99 | Metacritic: 0 | Released: 10/25/2023 0:00 | 31 achievements | Reviews: 22 (22 +, 0 -), Score: 7
2608140 Buff Huckem Fully  Wrecked, $1.99 | Metacritic: 0 | Released: 10/18/2023 0:00 | 13 achievements | Reviews: 2 (2 +, 0 -), Score: 0
2559450 Bump and Run Racing, $1.99 | Metacritic: 0 | Released: 10/4/2023 0:00 | 0 achievements | Reviews: 3 (2 +, 1 -), Score: 0
2605640 Buried, $1.99 | Metacritic: 0 | Released: 10/30/2023 0:00 | 0 achievements | Reviews: 144 (114 +, 30 -), Score: 6
2508960 Calculator: The Game, $1.99 | Metacritic: 0 | Released: 8/11/2023 0:00 | 15 achievements | Reviews: 19 (17 +, 2 -), Score: 7
2585430 Card Collector And Card Girls, $1.99 | Metacritic: 0 | Released: 9/22/2023 0:00 | 0 achievements | Reviews: 0 (0 +, 0 -), Score: 0
2509290 Cars Girls and Rock 'n' Roll, $1.99 | Metacritic: 0 | Released: 9/18/2023 0:00 | 0 achievements | Reviews: 1 (1 +, 0 -), Score: 0
2519420 Cat city, $1.99 | Metacritic: 0 | Released: 9/27/2023 0:00 | 30 achievements | Reviews: 31 (21 +, 10 -), Score: 5
